Driver ID,real_acc_rate,real_earnings,Real accepted rides,obf_acc_rate,obf_earnings,Obf accepted rides,Drivers RHS Util
0,0.25,20.491666666666667,1,0.0,0,0,20.491666666666667
1,1.0,53.09375,2,0.5,37.8,1,15.293750000000003
3,,0,0,0.09090909090909091,20.06458333333333,1,-20.06458333333333
4,1.0,20.36875,1,,0,0,20.36875
5,1.0,53.18749999999999,2,0.5,25.170833333333334,1,28.01666666666666
6,0.0,0,0,0.08333333333333333,24.375,1,-24.375
7,0.0,0,0,0.16666666666666666,33.510416666666664,1,-33.510416666666664
8,,0,0,0.0625,30.054166666666664,1,-30.054166666666664
9,1.0,34.30416666666667,2,0.09523809523809523,55.039583333333326,2,-20.73541666666666
10,1.0,30.852083333333333,1,,0,0,30.852083333333333
11,1.0,45.575,2,1.0,103.50416666666666,2,-57.92916666666666
12,1.0,19.360416666666666,1,0.0,0,0,19.360416666666666
13,1.0,90.60416666666666,4,0.07142857142857142,17.65833333333333,1,72.94583333333333
14,0.8,81.88333333333333,4,0.05263157894736842,15.170833333333333,1,66.71249999999999
15,,0,0,0.1111111111111111,29.818749999999998,1,-29.818749999999998
16,0.5,20.956249999999997,1,0.0,0,0,20.956249999999997
17,1.0,66.875,2,0.125,31.09375,1,35.78125
18,,0,0,0.15,103.32916666666665,3,-103.32916666666665
19,1.0,24.572916666666664,1,0.2,25.93125,1,-1.3583333333333343
20,1.0,23.354166666666664,1,0.05263157894736842,20.59583333333333,1,2.758333333333333
21,1.0,31.977083333333333,1,0.16666666666666666,28.83125,1,3.145833333333332
22,,52.53541666666666,2,,0,0,52.53541666666666
23,,0,0,0.05263157894736842,30.09166666666667,1,-30.09166666666667
24,0.5714285714285714,97.00833333333333,4,0.07692307692307693,28.579166666666666,1,68.42916666666666
25,,0,0,0.04,17.325,1,-17.325
27,1.0,46.00208333333333,2,0.2857142857142857,104.59583333333333,4,-58.59375
28,0.5,15.0,1,0.0,0,0,15.0
29,,0,0,0.06666666666666667,23.672916666666666,1,-23.672916666666666
30,1.0,28.206249999999997,1,0.5,33.89583333333333,1,-5.689583333333331
31,0.5,30.6125,1,0.16666666666666666,45.36875,2,-14.756249999999998
32,1.0,71.73541666666667,3,0.14285714285714285,86.52916666666665,2,-14.793749999999989
33,,0,0,0.06666666666666667,33.66562499999999,1,-33.66562499999999
35,1.0,32.48958333333333,2,1.0,81.36041666666667,2,-48.87083333333334
36,1.0,16.760416666666664,1,0.21428571428571427,66.16666666666666,3,-49.40624999999999
37,,0,0,0.15,80.79791666666667,3,-80.79791666666667
38,,39.33125,1,0.0,0,0,39.33125
41,0.625,163.66458333333333,5,1.0,51.58125,1,112.08333333333333
42,,0,0,0.07142857142857142,25.604166666666664,1,-25.604166666666664
43,1.0,57.33958333333333,2,0.16666666666666666,49.477083333333326,2,7.862500000000004
44,1.0,51.695833333333326,2,0.5,16.989583333333332,1,34.70625
45,1.0,87.99583333333334,3,0.047619047619047616,30.666666666666664,1,57.32916666666667
46,1.0,25.852083333333333,1,0.16666666666666666,22.639583333333334,1,3.2124999999999986
47,,0,0,0.058823529411764705,15.0,1,-15.0
