Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
500.0,0.7291666666666666,1.3958333333333333,31.334809027777776,30.23117913640516,0.71875,1.2916666666666667,29.496961805555554,23.834529842604102,1.8378472222222229
