Driver ID,real_acc_rate,real_earnings,Real accepted rides,obf_acc_rate,obf_earnings,Obf accepted rides,Drivers RHS Util
0,,66.44583333333333,2,,0,0,66.44583333333333
2,1.0,44.50208333333333,2,1.0,70.09583333333333,3,-25.59375
3,1.0,22.491666666666667,1,1.0,48.0,2,-25.508333333333333
4,1.0,83.61458333333333,4,0.5,15.0,1,68.61458333333333
5,,0,0,1.0,15.0,1,-15.0
7,1.0,49.977083333333326,3,1.0,45.50416666666666,2,4.472916666666663
8,1.0,31.708333333333332,1,1.0,34.95625,1,-3.247916666666665
9,,21.6375,1,,0,0,21.6375
10,1.0,35.85208333333333,2,1.0,24.041666666666664,1,11.810416666666669
11,1.0,53.016666666666666,2,1.0,52.00416666666666,2,1.0125000000000028
12,1.0,46.47083333333333,2,1.0,46.797916666666666,2,-0.3270833333333343
13,1.0,96.84375,3,1.0,36.24791666666667,1,60.59583333333333
14,1.0,17.9625,1,1.0,19.66875,1,-1.7062500000000007
15,1.0,31.45625,1,1.0,27.389583333333334,1,4.066666666666666
16,1.0,50.71041666666666,2,1.0,90.48333333333335,4,-39.77291666666669
17,1.0,58.46458333333333,3,1.0,18.204166666666666,1,40.260416666666664
18,1.0,82.38958333333333,3,1.0,83.58958333333332,3,-1.1999999999999886
19,1.0,47.68541666666666,2,1.0,22.016666666666666,1,25.668749999999996
20,1.0,15,1,1.0,55.18333333333333,3,-40.18333333333333
21,,0,0,1.0,29.702083333333334,1,-29.702083333333334
22,1.0,36.77916666666667,2,0.6666666666666666,40.235416666666666,2,-3.456249999999997
26,,0,0,1.0,20.972916666666666,1,-20.972916666666666
27,1.0,26.139583333333334,1,,0,0,26.139583333333334
28,1.0,88.94583333333333,4,1.0,21.979166666666664,1,66.96666666666667
30,1.0,60.38333333333333,3,1.0,44.37291666666667,2,16.010416666666664
31,0.5,30.043749999999996,1,1.0,26.506249999999998,1,3.537499999999998
33,1.0,35.8625,1,1.0,48.4375,2,-12.575000000000003
35,1.0,15,1,1.0,32.45,2,-17.450000000000003
36,1.0,108.29583333333332,5,1.0,62.96041666666666,3,45.33541666666666
37,1.0,66.02916666666667,3,1.0,50.025,2,16.00416666666667
38,1.0,103.01041666666666,4,,0,0,103.01041666666666
39,1.0,19.02708333333333,1,,0,0,19.02708333333333
40,,0,0,1.0,42.68958333333333,2,-42.68958333333333
41,1.0,50.74791666666667,2,1.0,83.20833333333331,4,-32.460416666666646
42,,0,0,1.0,15.993749999999999,1,-15.993749999999999
43,,0,0,1.0,17.910416666666666,1,-17.910416666666666
44,1.0,43.943749999999994,2,0.6666666666666666,36.93125,2,7.012499999999996
45,1.0,65.225,3,1.0,30.0,2,35.224999999999994
46,1.0,24.31458333333333,1,1.0,47.91458333333333,2,-23.6
47,1.0,25.075,1,1.0,60.36458333333333,2,-35.289583333333326
