Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
500.0,0.5486111111111112,1.375,32.89830729166667,42.76462587056377,0.31468849437599433,1.0416666666666667,25.62335069444444,27.81298734783022,7.2749565972222285
