Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
1000.0,0.3125,0.375,8.176605902777778,13.60805282862586,0.1439834267040149,0.3333333333333333,7.464626736111111,12.769830353389086,0.7119791666666675
