Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
500.0,0.587202380952381,1.125,25.856467013888885,21.84452274718533,0.28523103054353055,1.0625,25.175390625000006,27.09778145153128,0.6810763888888793
