Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
500.0,0.7291666666666666,1.4583333333333333,35.75698784722223,34.25011312025533,0.5406580687830688,1.375,35.17686631944444,30.496103807047636,0.5801215277777843
