Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
500.0,0.625,1.0416666666666667,24.668185763888886,23.50275629467379,0.5972222222222222,0.9375,22.309201388888894,23.138181759950175,2.3589843749999915
