Driver ID,real_acc_rate,real_earnings,Real accepted rides,obf_acc_rate,obf_earnings,Obf accepted rides,Drivers RHS Util
0,1.0,26.164583333333333,1,0.0,0,0,26.164583333333333
1,1.0,73.16874999999999,4,0.2222222222222222,57.14583333333333,2,16.02291666666666
2,,0,0,0.07692307692307693,20.789583333333333,1,-20.789583333333333
4,1.0,62.61041666666666,2,0.05,23.116666666666667,1,39.49374999999999
6,1.0,88.02916666666667,4,0.043478260869565216,34.43333333333333,1,53.59583333333334
8,,0,0,0.0625,20.966666666666665,1,-20.966666666666665
9,1.0,113.87083333333331,5,0.36363636363636365,199.43124999999998,4,-85.56041666666667
10,,0,0,0.07142857142857142,27.766666666666666,1,-27.766666666666666
11,,0,0,0.0625,31.641666666666666,1,-31.641666666666666
12,1.0,48.079166666666666,2,0.16666666666666666,49.52083333333333,2,-1.4416666666666629
14,1.0,213.0125,6,0.16666666666666666,55.84583333333333,2,157.16666666666666
15,,0,0,0.058823529411764705,15.0,1,-15.0
16,1.0,110.66666666666667,5,0.10526315789473684,48.59166666666667,2,62.075
17,,0,0,0.125,27.035416666666666,1,-27.035416666666666
18,1.0,82.13229166666666,4,0.10526315789473684,48.87083333333333,2,33.26145833333333
21,1.0,31.2125,1,0.125,23.579166666666666,1,7.633333333333333
22,0.6,61.00208333333333,3,0.23076923076923078,62.27291666666666,3,-1.2708333333333286
23,,31.416666666666664,1,0.1,15,1,16.416666666666664
24,1.0,32.96458333333333,1,0.1,25.93125,1,7.033333333333331
25,1.0,105.17708333333331,4,0.07142857142857142,29.0625,1,76.11458333333331
26,1.0,200.03229166666665,3,0.1,219.71041666666667,2,-19.678125000000023
27,1.0,45.135416666666664,2,0.09090909090909091,18.09375,1,27.041666666666664
28,1.0,73.62708333333333,3,0.3,74.52291666666666,3,-0.8958333333333286
30,1.0,85.24583333333332,3,0.13333333333333333,56.079166666666666,2,29.166666666666657
31,0.625,138.675,7,0.15,66.09875,3,72.57625000000002
32,1.0,47.21458333333334,2,0.14285714285714285,52.98541666666666,2,-5.7708333333333215
33,1.0,31.295833333333334,1,0.058823529411764705,19.43125,1,11.864583333333336
34,1.0,131.21458333333334,3,0.04,39.02916666666667,1,92.18541666666667
36,,171.60208333333333,9,0.0625,28.55625,1,143.04583333333332
37,1.0,16.85,1,0.14285714285714285,48.05833333333333,2,-31.20833333333333
38,1.0,34.43958333333333,1,0.21428571428571427,93.96666666666667,3,-59.52708333333334
39,1.0,210.78333333333336,4,0.038461538461538464,129.125,1,81.65833333333336
40,1.0,26.577083333333334,1,0.14285714285714285,30.508333333333333,1,-3.9312499999999986
41,1.0,20.3875,1,0.0,0,0,20.3875
43,1.0,57.579166666666666,3,0.0,0,0,57.579166666666666
44,,0,0,0.125,27.722916666666666,1,-27.722916666666666
45,1.0,28.585416666666664,1,0.1,20.272916666666667,1,8.312499999999996
46,1.0,30.09583333333333,1,0.07692307692307693,35.577083333333334,1,-5.481250000000003
47,,0,0,0.07142857142857142,34.47708333333333,1,-34.47708333333333
48,1.0,106.42916666666667,2,0.16666666666666666,129.2,3,-22.770833333333314
49,1.0,125.73541666666667,5,0.13333333333333333,41.12083333333333,2,84.61458333333334
50,1.0,23.435416666666665,1,0.09090909090909091,15.377083333333333,1,8.058333333333332
52,0.4166666666666667,134.90625,5,0.3333333333333333,134.03750000000002,3,0.8687499999999773
53,1.0,61.50416666666666,3,0.16666666666666666,27.364583333333332,1,34.139583333333334
54,1.0,21.974999999999998,1,0.2,82.36041666666665,3,-60.38541666666666
56,1.0,23.216666666666665,1,0.0,0,0,23.216666666666665
57,1.0,175.67232142857142,7,0.3076923076923077,102.975,4,72.69732142857143
58,1.0,116.39583333333333,3,0.2857142857142857,104.21666666666667,4,12.17916666666666
59,1.0,198.9395833333333,9,0.125,45.34375,2,153.5958333333333
60,1.0,18.108333333333334,1,0.15384615384615385,49.91041666666666,2,-31.80208333333333
61,1.0,43.73958333333333,2,0.05263157894736842,33.724999999999994,1,10.014583333333334
62,0.5,16.245833333333334,1,0.2,97.87083333333331,4,-81.62499999999997
63,1.0,28.741666666666664,1,0.047619047619047616,30.454166666666666,1,-1.7125000000000021
64,,0,0,0.2,22.71875,1,-22.71875
65,0.26666666666666666,326.40625,4,0.15,197.32916666666665,3,129.07708333333335
66,1.0,166.1833333333333,8,0.14285714285714285,93.50833333333333,2,72.67499999999998
67,1.0,70.06458333333333,3,0.3076923076923077,98.15208333333332,4,-28.08749999999999
68,1.0,29.65416666666667,1,0.5,99.275,3,-69.62083333333334
69,1.0,81.46458333333334,3,0.18181818181818182,40.322916666666664,2,41.14166666666667
70,1.0,142.96875,6,0.05263157894736842,23.891666666666666,1,119.07708333333333
71,1.0,104.90625,4,0.15384615384615385,59.297916666666666,2,45.608333333333334
72,1.0,26.833333333333332,1,0.15789473684210525,67.76666666666667,3,-40.93333333333334
74,1.0,66.125,3,0.25,71.32291666666666,3,-5.197916666666657
76,1.0,20.77708333333333,1,0.2,22.941666666666666,1,-2.1645833333333364
77,,20.360416666666666,1,0.11764705882352941,140.35208333333333,2,-119.99166666666666
78,1.0,24.022916666666667,1,0.05555555555555555,20.072916666666664,1,3.950000000000003
79,1.0,141.32916666666665,7,0.15,129.30625,3,12.022916666666646
80,1.0,28.297916666666666,1,0.058823529411764705,21.599999999999998,1,6.697916666666668
81,1.0,25.335416666666667,1,0.3333333333333333,66.80208333333333,3,-41.46666666666666
82,1.0,33.4,1,0.2727272727272727,71.54583333333333,3,-38.145833333333336
