Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
1200.0,0.5520734126984127,1.8916666666666666,61.58067336309526,109.652395583255,0.2029377835786504,0.6916666666666667,22.819662615740743,40.31430902301393,38.76101074735452
