Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
500.0,0.6041666666666666,0.9583333333333334,21.803819444444446,22.107179376375974,0.3374924843674843,0.9583333333333334,22.23697916666666,22.81500160489446,-0.4331597222222143
