Driver ID,real_acc_rate,real_earnings,Real accepted rides,obf_acc_rate,obf_earnings,Obf accepted rides,Drivers RHS Util
1,1.0,79.77916666666667,3,0.25,33.985416666666666,1,45.79375
2,1.0,20.960416666666667,1,0.25,20.1375,1,0.8229166666666679
4,1.0,21.59583333333333,1,0.0,0,0,21.59583333333333
6,1.0,15.0,1,1.0,40.30625,2,-25.30625
7,,0,0,0.25,22.90208333333333,1,-22.90208333333333
8,,0,0,0.25,18.4625,1,-18.4625
9,,0,0,1.0,16.485416666666666,1,-16.485416666666666
10,,0,0,0.25,49.81041666666666,2,-49.81041666666666
11,,0,0,0.1,16.385416666666664,1,-16.385416666666664
13,1.0,60.61874999999999,2,1.0,28.96875,1,31.64999999999999
14,,0,0,0.5,26.80833333333333,1,-26.80833333333333
16,1.0,24.354166666666664,1,1.0,26.756249999999998,1,-2.4020833333333336
17,1.0,38.93958333333333,2,0.2,15.441666666666666,1,23.497916666666665
18,1.0,44.360416666666666,2,1.0,18.035416666666666,1,26.325
19,,0,0,0.2,23.697916666666664,1,-23.697916666666664
21,1.0,38.360416666666666,2,0.3333333333333333,30.0,2,8.360416666666666
22,1.0,24.2625,1,,0,0,24.2625
24,1.0,15,1,0.3333333333333333,22.40208333333333,1,-7.40208333333333
25,1.0,48.34375,2,0.0,0,0,48.34375
26,1.0,20.25,1,0.1,30.925,1,-10.675
27,,31.199999999999996,1,1.0,28.59375,1,2.6062499999999957
28,,0,0,0.5,15.0,1,-15.0
29,1.0,19.631249999999998,1,,0,0,19.631249999999998
30,,0,0,0.16666666666666666,52.045833333333334,2,-52.045833333333334
32,1.0,36.724999999999994,2,1.0,60.389583333333334,3,-23.66458333333334
33,0.5,46.762499999999996,1,,0,0,46.762499999999996
34,,0,0,0.2,20.03333333333333,1,-20.03333333333333
36,1.0,54.21458333333334,3,0.09090909090909091,15,1,39.21458333333334
37,1.0,17.060416666666665,1,0.0,0,0,17.060416666666665
38,,0,0,0.2,17.977083333333333,1,-17.977083333333333
40,1.0,41.099999999999994,2,,0,0,41.099999999999994
41,1.0,38.8625,2,0.4,37.90416666666667,2,0.9583333333333286
42,,0,0,0.09090909090909091,21.8375,1,-21.8375
44,1.0,76.175,3,0.6666666666666666,77.67291666666665,2,-1.4979166666666544
45,1.0,21.43125,1,1.0,20.9625,1,0.46875
47,1.0,21.29375,1,0.2,17.472916666666666,1,3.820833333333333
