Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
500.0,0.625,1.5416666666666667,37.57278645833333,39.47789640703769,0.7100694444444445,1.2708333333333333,30.011762152777774,25.319025680920884,7.561024305555559
