Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
1000.0,0.6458333333333334,1.0,23.18407118055556,23.615498302411012,0.36631944444444436,0.8333333333333334,21.120941840277776,25.552519537470257,2.063129340277783
