count,Obfuscation class,Number of rides,Incomplete Obf Rides,Incomplete Real Rides,Obfuscated location avg time to start ride,Obfuscated location avg num of trials,Real location avg time to start ride,Real location avg num of trials,avg rhs util,avg diff trials,StD RHS util,Avg Obf-Real ETA,Privacy level,ST Deviation real-obf distance,Avg Euclidean QL,Std Euclidean QL,Avg Exp Euclidean QL,Std Exp Euclidean QL,Avg Exp Tailored QL,Std Exp Tailored QL
0,1400.0,206,138,29,3180.370873786408,94.40776699029126,1176.8631067961167,26.218446601941746,2003.5077669902914,68.18932038834951,2130.2922034717876,677.5538834951457,1.4,335.91366140991,4968.133113157543,2961.5708626871647,7.111608890345902e-05,1.8375135312068092e-05,3.0143035913355266e-05,3.802124247995155e-05
1,1400.0,211,149,41,3261.9037914691935,91.74407582938389,1249.0701421800945,35.09004739336493,2012.833649289099,56.65402843601896,1784.1741297490642,648.4270142180095,1.4,319.05921151890624,4775.683877026922,2903.492172072169,7.091452032530893e-05,1.9464028515795826e-05,2.8691224067076115e-05,3.20700346856603e-05
