Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
500.0,0.6041666666666666,1.0208333333333333,23.738237847222226,27.233395736341308,0.2798046996576409,0.8958333333333334,21.769357638888888,27.80715114815882,1.9688802083333385
