Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
1000.0,0.7133145363408521,2.058333333333333,65.38222509507274,95.79580992645862,0.10445654523154878,1.3166666666666667,38.490115740740755,36.861130394840664,26.892109354331986
