Obfuscation class,avg_real_acc_rate,avg_real_accepted_rides,avg_real_earnings,std_real_earnings,avg_obf_acc_rate,avg_obf_accepted_rides,avg_obf_earnings,std_obf_earnings,rhs_util_d
1000.0,0.6666666666666666,1.2083333333333333,28.186371527777776,24.486781317730603,0.07706751627094766,0.9791666666666666,28.633528645833337,33.8074166255513,-0.4471571180555607
